,Keys,Values,Z,S,K
13084,"('bc357a25-a1c1-4d0e-b776-0327fceed865', 'W2', 0)",1.0,bc357a25-a1c1-4d0e-b776-0327fceed865,W2,0
13085,"('bc357a25-a1c1-4d0e-b776-0327fceed865', 'W2', 1)",0.0,bc357a25-a1c1-4d0e-b776-0327fceed865,W2,1
13086,"('bc357a25-a1c1-4d0e-b776-0327fceed865', 'W2', 2)",0.0,bc357a25-a1c1-4d0e-b776-0327fceed865,W2,2
13087,"('bc357a25-a1c1-4d0e-b776-0327fceed865', 'W2', 3)",0.0,bc357a25-a1c1-4d0e-b776-0327fceed865,W2,3
13088,"('bc4de4d9-b758-4cce-9e4d-c0d10e2b6311', 'RC', 0)",1.0,bc4de4d9-b758-4cce-9e4d-c0d10e2b6311,RC,0
13089,"('bc4de4d9-b758-4cce-9e4d-c0d10e2b6311', 'RC', 1)",0.0,bc4de4d9-b758-4cce-9e4d-c0d10e2b6311,RC,1
13090,"('bc4de4d9-b758-4cce-9e4d-c0d10e2b6311', 'RC', 2)",0.0,bc4de4d9-b758-4cce-9e4d-c0d10e2b6311,RC,2
13091,"('bc4de4d9-b758-4cce-9e4d-c0d10e2b6311', 'RC', 3)",0.0,bc4de4d9-b758-4cce-9e4d-c0d10e2b6311,RC,3
13092,"('bc583fae-7e01-4720-a400-9598dd2f7e31', 'W2', 0)",1.0,bc583fae-7e01-4720-a400-9598dd2f7e31,W2,0
13093,"('bc583fae-7e01-4720-a400-9598dd2f7e31', 'W2', 1)",0.0,bc583fae-7e01-4720-a400-9598dd2f7e31,W2,1
13094,"('bc583fae-7e01-4720-a400-9598dd2f7e31', 'W2', 2)",0.0,bc583fae-7e01-4720-a400-9598dd2f7e31,W2,2
13095,"('bc583fae-7e01-4720-a400-9598dd2f7e31', 'W2', 3)",0.0,bc583fae-7e01-4720-a400-9598dd2f7e31,W2,3
13096,"('bc65cf09-8ac6-4c58-8bcb-d970c7e0f829', 'W1', 0)",1.0,bc65cf09-8ac6-4c58-8bcb-d970c7e0f829,W1,0
13097,"('bc65cf09-8ac6-4c58-8bcb-d970c7e0f829', 'W1', 1)",0.0,bc65cf09-8ac6-4c58-8bcb-d970c7e0f829,W1,1
13098,"('bc65cf09-8ac6-4c58-8bcb-d970c7e0f829', 'W1', 2)",0.0,bc65cf09-8ac6-4c58-8bcb-d970c7e0f829,W1,2
13099,"('bc65cf09-8ac6-4c58-8bcb-d970c7e0f829', 'W1', 3)",0.0,bc65cf09-8ac6-4c58-8bcb-d970c7e0f829,W1,3
13100,"('bc688e1c-871e-4aa2-9522-5a113312de22', 'RC', 0)",1.0,bc688e1c-871e-4aa2-9522-5a113312de22,RC,0
13101,"('bc688e1c-871e-4aa2-9522-5a113312de22', 'RC', 1)",0.0,bc688e1c-871e-4aa2-9522-5a113312de22,RC,1
13102,"('bc688e1c-871e-4aa2-9522-5a113312de22', 'RC', 2)",0.0,bc688e1c-871e-4aa2-9522-5a113312de22,RC,2
13103,"('bc688e1c-871e-4aa2-9522-5a113312de22', 'RC', 3)",0.0,bc688e1c-871e-4aa2-9522-5a113312de22,RC,3
13104,"('bc6cea1b-5c99-43be-9378-4188e737710a', 'W1', 0)",0.0,bc6cea1b-5c99-43be-9378-4188e737710a,W1,0
13105,"('bc6cea1b-5c99-43be-9378-4188e737710a', 'W1', 1)",1.0,bc6cea1b-5c99-43be-9378-4188e737710a,W1,1
13106,"('bc6cea1b-5c99-43be-9378-4188e737710a', 'W1', 2)",0.0,bc6cea1b-5c99-43be-9378-4188e737710a,W1,2
13107,"('bc6cea1b-5c99-43be-9378-4188e737710a', 'W1', 3)",0.0,bc6cea1b-5c99-43be-9378-4188e737710a,W1,3
13108,"('bc7b145a-446d-4825-a219-d3b8c61e66d5', 'W2', 0)",0.0,bc7b145a-446d-4825-a219-d3b8c61e66d5,W2,0
13109,"('bc7b145a-446d-4825-a219-d3b8c61e66d5', 'W2', 1)",1.0,bc7b145a-446d-4825-a219-d3b8c61e66d5,W2,1
13110,"('bc7b145a-446d-4825-a219-d3b8c61e66d5', 'W2', 2)",0.0,bc7b145a-446d-4825-a219-d3b8c61e66d5,W2,2
13111,"('bc7b145a-446d-4825-a219-d3b8c61e66d5', 'W2', 3)",0.0,bc7b145a-446d-4825-a219-d3b8c61e66d5,W2,3
13112,"('bc950354-d500-4419-a94c-076f8a40d7ab', 'W1', 0)",1.0,bc950354-d500-4419-a94c-076f8a40d7ab,W1,0
13113,"('bc950354-d500-4419-a94c-076f8a40d7ab', 'W1', 1)",0.0,bc950354-d500-4419-a94c-076f8a40d7ab,W1,1
13114,"('bc950354-d500-4419-a94c-076f8a40d7ab', 'W1', 2)",0.0,bc950354-d500-4419-a94c-076f8a40d7ab,W1,2
13115,"('bc950354-d500-4419-a94c-076f8a40d7ab', 'W1', 3)",0.0,bc950354-d500-4419-a94c-076f8a40d7ab,W1,3
13116,"('bc960610-b5e1-4883-b6c8-26753f5fcf14', 'W1', 0)",1.0,bc960610-b5e1-4883-b6c8-26753f5fcf14,W1,0
13117,"('bc960610-b5e1-4883-b6c8-26753f5fcf14', 'W1', 1)",0.0,bc960610-b5e1-4883-b6c8-26753f5fcf14,W1,1
13118,"('bc960610-b5e1-4883-b6c8-26753f5fcf14', 'W1', 2)",0.0,bc960610-b5e1-4883-b6c8-26753f5fcf14,W1,2
13119,"('bc960610-b5e1-4883-b6c8-26753f5fcf14', 'W1', 3)",0.0,bc960610-b5e1-4883-b6c8-26753f5fcf14,W1,3
13120,"('bc9f7bbb-4d26-451c-ae54-5c2e2ecf6995', 'RC', 0)",1.0,bc9f7bbb-4d26-451c-ae54-5c2e2ecf6995,RC,0
13121,"('bc9f7bbb-4d26-451c-ae54-5c2e2ecf6995', 'RC', 1)",0.0,bc9f7bbb-4d26-451c-ae54-5c2e2ecf6995,RC,1
13122,"('bc9f7bbb-4d26-451c-ae54-5c2e2ecf6995', 'RC', 2)",0.0,bc9f7bbb-4d26-451c-ae54-5c2e2ecf6995,RC,2
13123,"('bc9f7bbb-4d26-451c-ae54-5c2e2ecf6995', 'RC', 3)",0.0,bc9f7bbb-4d26-451c-ae54-5c2e2ecf6995,RC,3
13124,"('bcc51c04-4161-4662-9076-62a377423a37', 'W1', 0)",0.0,bcc51c04-4161-4662-9076-62a377423a37,W1,0
13125,"('bcc51c04-4161-4662-9076-62a377423a37', 'W1', 1)",1.0,bcc51c04-4161-4662-9076-62a377423a37,W1,1
13126,"('bcc51c04-4161-4662-9076-62a377423a37', 'W1', 2)",0.0,bcc51c04-4161-4662-9076-62a377423a37,W1,2
13127,"('bcc51c04-4161-4662-9076-62a377423a37', 'W1', 3)",0.0,bcc51c04-4161-4662-9076-62a377423a37,W1,3
13128,"('bcc6fe38-28e5-45ff-829e-ad776e1da48f', 'RC', 0)",1.0,bcc6fe38-28e5-45ff-829e-ad776e1da48f,RC,0
13129,"('bcc6fe38-28e5-45ff-829e-ad776e1da48f', 'RC', 1)",0.0,bcc6fe38-28e5-45ff-829e-ad776e1da48f,RC,1
13130,"('bcc6fe38-28e5-45ff-829e-ad776e1da48f', 'RC', 2)",0.0,bcc6fe38-28e5-45ff-829e-ad776e1da48f,RC,2
13131,"('bcc6fe38-28e5-45ff-829e-ad776e1da48f', 'RC', 3)",0.0,bcc6fe38-28e5-45ff-829e-ad776e1da48f,RC,3
13132,"('bcd672f3-5f94-470d-b85c-902d4d5454b8', 'W1', 0)",1.0,bcd672f3-5f94-470d-b85c-902d4d5454b8,W1,0
13133,"('bcd672f3-5f94-470d-b85c-902d4d5454b8', 'W1', 1)",0.0,bcd672f3-5f94-470d-b85c-902d4d5454b8,W1,1
13134,"('bcd672f3-5f94-470d-b85c-902d4d5454b8', 'W1', 2)",0.0,bcd672f3-5f94-470d-b85c-902d4d5454b8,W1,2
13135,"('bcd672f3-5f94-470d-b85c-902d4d5454b8', 'W1', 3)",0.0,bcd672f3-5f94-470d-b85c-902d4d5454b8,W1,3
13136,"('bcd81742-2d53-490d-9510-4901f8c8c132', 'W1', 0)",0.0,bcd81742-2d53-490d-9510-4901f8c8c132,W1,0
13137,"('bcd81742-2d53-490d-9510-4901f8c8c132', 'W1', 1)",1.0,bcd81742-2d53-490d-9510-4901f8c8c132,W1,1
13138,"('bcd81742-2d53-490d-9510-4901f8c8c132', 'W1', 2)",0.0,bcd81742-2d53-490d-9510-4901f8c8c132,W1,2
13139,"('bcd81742-2d53-490d-9510-4901f8c8c132', 'W1', 3)",0.0,bcd81742-2d53-490d-9510-4901f8c8c132,W1,3
13140,"('bcdfd05e-a28c-4f6e-bd91-64c285008101', 'W1', 0)",1.0,bcdfd05e-a28c-4f6e-bd91-64c285008101,W1,0
13141,"('bcdfd05e-a28c-4f6e-bd91-64c285008101', 'W1', 1)",0.0,bcdfd05e-a28c-4f6e-bd91-64c285008101,W1,1
13142,"('bcdfd05e-a28c-4f6e-bd91-64c285008101', 'W1', 2)",0.0,bcdfd05e-a28c-4f6e-bd91-64c285008101,W1,2
13143,"('bcdfd05e-a28c-4f6e-bd91-64c285008101', 'W1', 3)",0.0,bcdfd05e-a28c-4f6e-bd91-64c285008101,W1,3
13144,"('bce325d9-7a0c-4c03-91a3-1968ad24dfdb', 'RC', 0)",1.0,bce325d9-7a0c-4c03-91a3-1968ad24dfdb,RC,0
13145,"('bce325d9-7a0c-4c03-91a3-1968ad24dfdb', 'RC', 1)",0.0,bce325d9-7a0c-4c03-91a3-1968ad24dfdb,RC,1
13146,"('bce325d9-7a0c-4c03-91a3-1968ad24dfdb', 'RC', 2)",0.0,bce325d9-7a0c-4c03-91a3-1968ad24dfdb,RC,2
13147,"('bce325d9-7a0c-4c03-91a3-1968ad24dfdb', 'RC', 3)",0.0,bce325d9-7a0c-4c03-91a3-1968ad24dfdb,RC,3
13148,"('bcead643-c278-4f7d-8b32-aac6ec805110', 'W2', 0)",1.0,bcead643-c278-4f7d-8b32-aac6ec805110,W2,0
13149,"('bcead643-c278-4f7d-8b32-aac6ec805110', 'W2', 1)",0.0,bcead643-c278-4f7d-8b32-aac6ec805110,W2,1
13150,"('bcead643-c278-4f7d-8b32-aac6ec805110', 'W2', 2)",0.0,bcead643-c278-4f7d-8b32-aac6ec805110,W2,2
13151,"('bcead643-c278-4f7d-8b32-aac6ec805110', 'W2', 3)",0.0,bcead643-c278-4f7d-8b32-aac6ec805110,W2,3
13152,"('bcf69724-5718-4c47-943c-1657a65b5b31', 'W2', 0)",0.0,bcf69724-5718-4c47-943c-1657a65b5b31,W2,0
13153,"('bcf69724-5718-4c47-943c-1657a65b5b31', 'W2', 1)",0.0,bcf69724-5718-4c47-943c-1657a65b5b31,W2,1
13154,"('bcf69724-5718-4c47-943c-1657a65b5b31', 'W2', 2)",0.0,bcf69724-5718-4c47-943c-1657a65b5b31,W2,2
13155,"('bcf69724-5718-4c47-943c-1657a65b5b31', 'W2', 3)",1.0,bcf69724-5718-4c47-943c-1657a65b5b31,W2,3
13156,"('bd0a3a16-c044-4d32-92cd-d93dc59d1db0', 'W2', 0)",0.0,bd0a3a16-c044-4d32-92cd-d93dc59d1db0,W2,0
13157,"('bd0a3a16-c044-4d32-92cd-d93dc59d1db0', 'W2', 1)",1.0,bd0a3a16-c044-4d32-92cd-d93dc59d1db0,W2,1
13158,"('bd0a3a16-c044-4d32-92cd-d93dc59d1db0', 'W2', 2)",0.0,bd0a3a16-c044-4d32-92cd-d93dc59d1db0,W2,2
13159,"('bd0a3a16-c044-4d32-92cd-d93dc59d1db0', 'W2', 3)",0.0,bd0a3a16-c044-4d32-92cd-d93dc59d1db0,W2,3
13160,"('bd10e06d-90f8-42d7-83b0-ada55c41c222', 'RC', 0)",1.0,bd10e06d-90f8-42d7-83b0-ada55c41c222,RC,0
13161,"('bd10e06d-90f8-42d7-83b0-ada55c41c222', 'RC', 1)",0.0,bd10e06d-90f8-42d7-83b0-ada55c41c222,RC,1
13162,"('bd10e06d-90f8-42d7-83b0-ada55c41c222', 'RC', 2)",0.0,bd10e06d-90f8-42d7-83b0-ada55c41c222,RC,2
13163,"('bd10e06d-90f8-42d7-83b0-ada55c41c222', 'RC', 3)",0.0,bd10e06d-90f8-42d7-83b0-ada55c41c222,RC,3
13164,"('bd134c86-891f-4f70-a539-bb87bb2e4ee1', 'W1', 0)",1.0,bd134c86-891f-4f70-a539-bb87bb2e4ee1,W1,0
13165,"('bd134c86-891f-4f70-a539-bb87bb2e4ee1', 'W1', 1)",0.0,bd134c86-891f-4f70-a539-bb87bb2e4ee1,W1,1
13166,"('bd134c86-891f-4f70-a539-bb87bb2e4ee1', 'W1', 2)",0.0,bd134c86-891f-4f70-a539-bb87bb2e4ee1,W1,2
13167,"('bd134c86-891f-4f70-a539-bb87bb2e4ee1', 'W1', 3)",0.0,bd134c86-891f-4f70-a539-bb87bb2e4ee1,W1,3
13168,"('bd17d2b1-e715-4cb7-9dce-acea6531d448', 'W2', 0)",1.0,bd17d2b1-e715-4cb7-9dce-acea6531d448,W2,0
13169,"('bd17d2b1-e715-4cb7-9dce-acea6531d448', 'W2', 1)",0.0,bd17d2b1-e715-4cb7-9dce-acea6531d448,W2,1
13170,"('bd17d2b1-e715-4cb7-9dce-acea6531d448', 'W2', 2)",0.0,bd17d2b1-e715-4cb7-9dce-acea6531d448,W2,2
13171,"('bd17d2b1-e715-4cb7-9dce-acea6531d448', 'W2', 3)",0.0,bd17d2b1-e715-4cb7-9dce-acea6531d448,W2,3
13172,"('bd17ec6d-67b8-4eb1-b1b6-6bb8987e7e5e', 'RC', 0)",1.0,bd17ec6d-67b8-4eb1-b1b6-6bb8987e7e5e,RC,0
13173,"('bd17ec6d-67b8-4eb1-b1b6-6bb8987e7e5e', 'RC', 1)",0.0,bd17ec6d-67b8-4eb1-b1b6-6bb8987e7e5e,RC,1
13174,"('bd17ec6d-67b8-4eb1-b1b6-6bb8987e7e5e', 'RC', 2)",0.0,bd17ec6d-67b8-4eb1-b1b6-6bb8987e7e5e,RC,2
13175,"('bd17ec6d-67b8-4eb1-b1b6-6bb8987e7e5e', 'RC', 3)",0.0,bd17ec6d-67b8-4eb1-b1b6-6bb8987e7e5e,RC,3
13176,"('bd2ce826-8f7a-483b-9bdc-3b8f0eaeae7c', 'W1', 0)",0.0,bd2ce826-8f7a-483b-9bdc-3b8f0eaeae7c,W1,0
13177,"('bd2ce826-8f7a-483b-9bdc-3b8f0eaeae7c', 'W1', 1)",1.0,bd2ce826-8f7a-483b-9bdc-3b8f0eaeae7c,W1,1
13178,"('bd2ce826-8f7a-483b-9bdc-3b8f0eaeae7c', 'W1', 2)",0.0,bd2ce826-8f7a-483b-9bdc-3b8f0eaeae7c,W1,2
13179,"('bd2ce826-8f7a-483b-9bdc-3b8f0eaeae7c', 'W1', 3)",0.0,bd2ce826-8f7a-483b-9bdc-3b8f0eaeae7c,W1,3
13180,"('bd387ae0-f755-41dc-8a92-0f7e949e39d4', 'W1', 0)",0.0,bd387ae0-f755-41dc-8a92-0f7e949e39d4,W1,0
13181,"('bd387ae0-f755-41dc-8a92-0f7e949e39d4', 'W1', 1)",0.0,bd387ae0-f755-41dc-8a92-0f7e949e39d4,W1,1
13182,"('bd387ae0-f755-41dc-8a92-0f7e949e39d4', 'W1', 2)",0.0,bd387ae0-f755-41dc-8a92-0f7e949e39d4,W1,2
13183,"('bd387ae0-f755-41dc-8a92-0f7e949e39d4', 'W1', 3)",1.0,bd387ae0-f755-41dc-8a92-0f7e949e39d4,W1,3
13184,"('bd6dd361-aa4b-423b-a406-4f4320590ec5', 'W1', 0)",1.0,bd6dd361-aa4b-423b-a406-4f4320590ec5,W1,0
13185,"('bd6dd361-aa4b-423b-a406-4f4320590ec5', 'W1', 1)",0.0,bd6dd361-aa4b-423b-a406-4f4320590ec5,W1,1
13186,"('bd6dd361-aa4b-423b-a406-4f4320590ec5', 'W1', 2)",0.0,bd6dd361-aa4b-423b-a406-4f4320590ec5,W1,2
13187,"('bd6dd361-aa4b-423b-a406-4f4320590ec5', 'W1', 3)",0.0,bd6dd361-aa4b-423b-a406-4f4320590ec5,W1,3
13188,"('bd7c8ed2-c113-4380-ba02-09364b34691b', 'RC', 0)",1.0,bd7c8ed2-c113-4380-ba02-09364b34691b,RC,0
13189,"('bd7c8ed2-c113-4380-ba02-09364b34691b', 'RC', 1)",0.0,bd7c8ed2-c113-4380-ba02-09364b34691b,RC,1
13190,"('bd7c8ed2-c113-4380-ba02-09364b34691b', 'RC', 2)",0.0,bd7c8ed2-c113-4380-ba02-09364b34691b,RC,2
13191,"('bd7c8ed2-c113-4380-ba02-09364b34691b', 'RC', 3)",0.0,bd7c8ed2-c113-4380-ba02-09364b34691b,RC,3
13192,"('bd8c21a8-3756-4945-9747-3316bb97d1d0', 'RC', 0)",1.0,bd8c21a8-3756-4945-9747-3316bb97d1d0,RC,0
13193,"('bd8c21a8-3756-4945-9747-3316bb97d1d0', 'RC', 1)",0.0,bd8c21a8-3756-4945-9747-3316bb97d1d0,RC,1
13194,"('bd8c21a8-3756-4945-9747-3316bb97d1d0', 'RC', 2)",0.0,bd8c21a8-3756-4945-9747-3316bb97d1d0,RC,2
13195,"('bd8c21a8-3756-4945-9747-3316bb97d1d0', 'RC', 3)",0.0,bd8c21a8-3756-4945-9747-3316bb97d1d0,RC,3
13196,"('bd8d2729-e730-4986-8db7-7a2e7ad115a3', 'RC', 0)",1.0,bd8d2729-e730-4986-8db7-7a2e7ad115a3,RC,0
13197,"('bd8d2729-e730-4986-8db7-7a2e7ad115a3', 'RC', 1)",0.0,bd8d2729-e730-4986-8db7-7a2e7ad115a3,RC,1
13198,"('bd8d2729-e730-4986-8db7-7a2e7ad115a3', 'RC', 2)",0.0,bd8d2729-e730-4986-8db7-7a2e7ad115a3,RC,2
13199,"('bd8d2729-e730-4986-8db7-7a2e7ad115a3', 'RC', 3)",0.0,bd8d2729-e730-4986-8db7-7a2e7ad115a3,RC,3
13200,"('bd9ff270-6d6f-4cb9-95d4-77af702fd6d2', 'W1', 0)",0.0,bd9ff270-6d6f-4cb9-95d4-77af702fd6d2,W1,0
13201,"('bd9ff270-6d6f-4cb9-95d4-77af702fd6d2', 'W1', 1)",1.0,bd9ff270-6d6f-4cb9-95d4-77af702fd6d2,W1,1
13202,"('bd9ff270-6d6f-4cb9-95d4-77af702fd6d2', 'W1', 2)",0.0,bd9ff270-6d6f-4cb9-95d4-77af702fd6d2,W1,2
13203,"('bd9ff270-6d6f-4cb9-95d4-77af702fd6d2', 'W1', 3)",0.0,bd9ff270-6d6f-4cb9-95d4-77af702fd6d2,W1,3
13204,"('bdca752c-3b93-4b7a-946c-3304693d080d', 'RC', 0)",0.0,bdca752c-3b93-4b7a-946c-3304693d080d,RC,0
13205,"('bdca752c-3b93-4b7a-946c-3304693d080d', 'RC', 1)",1.0,bdca752c-3b93-4b7a-946c-3304693d080d,RC,1
13206,"('bdca752c-3b93-4b7a-946c-3304693d080d', 'RC', 2)",0.0,bdca752c-3b93-4b7a-946c-3304693d080d,RC,2
13207,"('bdca752c-3b93-4b7a-946c-3304693d080d', 'RC', 3)",0.0,bdca752c-3b93-4b7a-946c-3304693d080d,RC,3
13208,"('bdd7a143-d62f-4cdf-a673-1e4f4da1efea', 'W1', 0)",0.0,bdd7a143-d62f-4cdf-a673-1e4f4da1efea,W1,0
13209,"('bdd7a143-d62f-4cdf-a673-1e4f4da1efea', 'W1', 1)",1.0,bdd7a143-d62f-4cdf-a673-1e4f4da1efea,W1,1
13210,"('bdd7a143-d62f-4cdf-a673-1e4f4da1efea', 'W1', 2)",0.0,bdd7a143-d62f-4cdf-a673-1e4f4da1efea,W1,2
13211,"('bdd7a143-d62f-4cdf-a673-1e4f4da1efea', 'W1', 3)",0.0,bdd7a143-d62f-4cdf-a673-1e4f4da1efea,W1,3
13212,"('bdfe5f63-389e-4323-a018-d81095c3961f', 'W1', 0)",0.0,bdfe5f63-389e-4323-a018-d81095c3961f,W1,0
13213,"('bdfe5f63-389e-4323-a018-d81095c3961f', 'W1', 1)",1.0,bdfe5f63-389e-4323-a018-d81095c3961f,W1,1
13214,"('bdfe5f63-389e-4323-a018-d81095c3961f', 'W1', 2)",0.0,bdfe5f63-389e-4323-a018-d81095c3961f,W1,2
13215,"('bdfe5f63-389e-4323-a018-d81095c3961f', 'W1', 3)",0.0,bdfe5f63-389e-4323-a018-d81095c3961f,W1,3
13216,"('bdfe92fc-17de-4e7c-b41a-bd2c41d19158', 'W1', 0)",0.0,bdfe92fc-17de-4e7c-b41a-bd2c41d19158,W1,0
13217,"('bdfe92fc-17de-4e7c-b41a-bd2c41d19158', 'W1', 1)",1.0,bdfe92fc-17de-4e7c-b41a-bd2c41d19158,W1,1
13218,"('bdfe92fc-17de-4e7c-b41a-bd2c41d19158', 'W1', 2)",0.0,bdfe92fc-17de-4e7c-b41a-bd2c41d19158,W1,2
13219,"('bdfe92fc-17de-4e7c-b41a-bd2c41d19158', 'W1', 3)",0.0,bdfe92fc-17de-4e7c-b41a-bd2c41d19158,W1,3
13220,"('be000ac2-5fd3-4943-9c07-d7caf6d8d918', 'W2', 0)",1.0,be000ac2-5fd3-4943-9c07-d7caf6d8d918,W2,0
13221,"('be000ac2-5fd3-4943-9c07-d7caf6d8d918', 'W2', 1)",0.0,be000ac2-5fd3-4943-9c07-d7caf6d8d918,W2,1
13222,"('be000ac2-5fd3-4943-9c07-d7caf6d8d918', 'W2', 2)",0.0,be000ac2-5fd3-4943-9c07-d7caf6d8d918,W2,2
13223,"('be000ac2-5fd3-4943-9c07-d7caf6d8d918', 'W2', 3)",0.0,be000ac2-5fd3-4943-9c07-d7caf6d8d918,W2,3
13224,"('be08f1ec-050d-49f4-81a4-e0c88e21ae70', 'W1', 0)",0.0,be08f1ec-050d-49f4-81a4-e0c88e21ae70,W1,0
13225,"('be08f1ec-050d-49f4-81a4-e0c88e21ae70', 'W1', 1)",0.0,be08f1ec-050d-49f4-81a4-e0c88e21ae70,W1,1
13226,"('be08f1ec-050d-49f4-81a4-e0c88e21ae70', 'W1', 2)",0.0,be08f1ec-050d-49f4-81a4-e0c88e21ae70,W1,2
13227,"('be08f1ec-050d-49f4-81a4-e0c88e21ae70', 'W1', 3)",1.0,be08f1ec-050d-49f4-81a4-e0c88e21ae70,W1,3
13228,"('be09e306-5dcf-44b1-9962-5d35aeaf15e6', 'W2', 0)",1.0,be09e306-5dcf-44b1-9962-5d35aeaf15e6,W2,0
13229,"('be09e306-5dcf-44b1-9962-5d35aeaf15e6', 'W2', 1)",0.0,be09e306-5dcf-44b1-9962-5d35aeaf15e6,W2,1
13230,"('be09e306-5dcf-44b1-9962-5d35aeaf15e6', 'W2', 2)",0.0,be09e306-5dcf-44b1-9962-5d35aeaf15e6,W2,2
13231,"('be09e306-5dcf-44b1-9962-5d35aeaf15e6', 'W2', 3)",0.0,be09e306-5dcf-44b1-9962-5d35aeaf15e6,W2,3
13232,"('be0c1dfd-4b68-43c7-af1c-ad602adab93e', 'W1', 0)",0.0,be0c1dfd-4b68-43c7-af1c-ad602adab93e,W1,0
13233,"('be0c1dfd-4b68-43c7-af1c-ad602adab93e', 'W1', 1)",0.0,be0c1dfd-4b68-43c7-af1c-ad602adab93e,W1,1
13234,"('be0c1dfd-4b68-43c7-af1c-ad602adab93e', 'W1', 2)",0.0,be0c1dfd-4b68-43c7-af1c-ad602adab93e,W1,2
13235,"('be0c1dfd-4b68-43c7-af1c-ad602adab93e', 'W1', 3)",1.0,be0c1dfd-4b68-43c7-af1c-ad602adab93e,W1,3
13236,"('be1370a2-8778-40fc-a2e4-f106bd8e6fb4', 'W1', 0)",0.0,be1370a2-8778-40fc-a2e4-f106bd8e6fb4,W1,0
13237,"('be1370a2-8778-40fc-a2e4-f106bd8e6fb4', 'W1', 1)",0.0,be1370a2-8778-40fc-a2e4-f106bd8e6fb4,W1,1
13238,"('be1370a2-8778-40fc-a2e4-f106bd8e6fb4', 'W1', 2)",0.0,be1370a2-8778-40fc-a2e4-f106bd8e6fb4,W1,2
13239,"('be1370a2-8778-40fc-a2e4-f106bd8e6fb4', 'W1', 3)",1.0,be1370a2-8778-40fc-a2e4-f106bd8e6fb4,W1,3
13240,"('be1e664f-573c-4ca7-9342-f53fe8199bbb', 'W1', 0)",0.0,be1e664f-573c-4ca7-9342-f53fe8199bbb,W1,0
13241,"('be1e664f-573c-4ca7-9342-f53fe8199bbb', 'W1', 1)",1.0,be1e664f-573c-4ca7-9342-f53fe8199bbb,W1,1
13242,"('be1e664f-573c-4ca7-9342-f53fe8199bbb', 'W1', 2)",0.0,be1e664f-573c-4ca7-9342-f53fe8199bbb,W1,2
13243,"('be1e664f-573c-4ca7-9342-f53fe8199bbb', 'W1', 3)",0.0,be1e664f-573c-4ca7-9342-f53fe8199bbb,W1,3
13244,"('be293f83-e888-4d20-816a-92bcf3b6cd6d', 'W1', 0)",0.0,be293f83-e888-4d20-816a-92bcf3b6cd6d,W1,0
13245,"('be293f83-e888-4d20-816a-92bcf3b6cd6d', 'W1', 1)",1.0,be293f83-e888-4d20-816a-92bcf3b6cd6d,W1,1
13246,"('be293f83-e888-4d20-816a-92bcf3b6cd6d', 'W1', 2)",0.0,be293f83-e888-4d20-816a-92bcf3b6cd6d,W1,2
13247,"('be293f83-e888-4d20-816a-92bcf3b6cd6d', 'W1', 3)",0.0,be293f83-e888-4d20-816a-92bcf3b6cd6d,W1,3
13248,"('be3d595c-af49-4dac-82b8-f0a12e3dd531', 'RC', 0)",1.0,be3d595c-af49-4dac-82b8-f0a12e3dd531,RC,0
13249,"('be3d595c-af49-4dac-82b8-f0a12e3dd531', 'RC', 1)",0.0,be3d595c-af49-4dac-82b8-f0a12e3dd531,RC,1
13250,"('be3d595c-af49-4dac-82b8-f0a12e3dd531', 'RC', 2)",0.0,be3d595c-af49-4dac-82b8-f0a12e3dd531,RC,2
13251,"('be3d595c-af49-4dac-82b8-f0a12e3dd531', 'RC', 3)",0.0,be3d595c-af49-4dac-82b8-f0a12e3dd531,RC,3
13252,"('be487e07-b0f4-44cb-af53-78acec3f9cc2', 'RC', 0)",1.0,be487e07-b0f4-44cb-af53-78acec3f9cc2,RC,0
13253,"('be487e07-b0f4-44cb-af53-78acec3f9cc2', 'RC', 1)",0.0,be487e07-b0f4-44cb-af53-78acec3f9cc2,RC,1
13254,"('be487e07-b0f4-44cb-af53-78acec3f9cc2', 'RC', 2)",0.0,be487e07-b0f4-44cb-af53-78acec3f9cc2,RC,2
13255,"('be487e07-b0f4-44cb-af53-78acec3f9cc2', 'RC', 3)",0.0,be487e07-b0f4-44cb-af53-78acec3f9cc2,RC,3
13256,"('be5612e6-96fd-45f4-a340-515ddd46840f', 'RC', 0)",1.0,be5612e6-96fd-45f4-a340-515ddd46840f,RC,0
13257,"('be5612e6-96fd-45f4-a340-515ddd46840f', 'RC', 1)",0.0,be5612e6-96fd-45f4-a340-515ddd46840f,RC,1
13258,"('be5612e6-96fd-45f4-a340-515ddd46840f', 'RC', 2)",0.0,be5612e6-96fd-45f4-a340-515ddd46840f,RC,2
13259,"('be5612e6-96fd-45f4-a340-515ddd46840f', 'RC', 3)",0.0,be5612e6-96fd-45f4-a340-515ddd46840f,RC,3
13260,"('be6298dd-6a7c-41ef-8f3e-f5c406ef00f9', 'W1', 0)",0.0,be6298dd-6a7c-41ef-8f3e-f5c406ef00f9,W1,0
13261,"('be6298dd-6a7c-41ef-8f3e-f5c406ef00f9', 'W1', 1)",1.0,be6298dd-6a7c-41ef-8f3e-f5c406ef00f9,W1,1
13262,"('be6298dd-6a7c-41ef-8f3e-f5c406ef00f9', 'W1', 2)",0.0,be6298dd-6a7c-41ef-8f3e-f5c406ef00f9,W1,2
